Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Norway,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],2.990666491,,,,2.38,7.478658818,10,3.49596034,35.23319259,,,16318.3802,,,,34.47072201,17809.79818,,,12.1,5.508597599,,74.34,,,,,1.5,0.7381408,0.9117227,0.5665247,2.169001677,0.764803002,3934529,10.215,,99.399,97089.1,3900.52002,7.929173,,,64180254603,,0.762470581,12.46192,66.5124,1.607586472,29425
Oman,Asia - Western,Asia,Middle East & North Africa,1972,[1972],3.373182553,,,,7.414,2.655647635,-10,0.110542286,59.375,,,4411.610277,,,,43.75,10618.03855,,,136,2.480974301,,51.92,,,,,,,,,,3.746825153,787002,2.543,,14.972,1740.52,12.06416983,,,,3471946111,,15.625,,33.0842,9.052543019,2090
Pakistan,Asia - Southern,Asia,South Asia,1972,[1972],31.27464716,,,,6.605,0.301624681,4,0.278876724,11.77431686,,,279.0451104,,,,16.98249376,1049.938981,,,134.5,6.209193991,,54.505,,,,,,,,,0.056636299,2.775184113,62751275,78.824,,35.236,3583.668,9.161281824,,,,17510436463,,-5.208176899,,25.4266,3.981171619,18927.33333
Palau,Oceania,Oceania,East Asia & Pacific,1972,[1972],,,,,,,,,,,,,,,,,28494.55189,,,,,,,,,,,,,,,,1.67599312,11853,25.824,,,,,,,,,,,,60.2842,2.149208185,
Panama,America - Central,Central and South America,America,1972,[1972],23.44632768,,,,4.939,1.755976148,-7,1.160407293,,,,2967.853799,,,,,5364.249663,,,47.2,5.068110166,,66.503,,,,,,,,,,2.727425904,1595314,21.125,,98.818,92964.641,186.2516456,,,134.6,4734658716,,,,48.1992,3.309207593,2801.333333
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1972,[1972],1.499359625,,,,6.108,0.492491,,,31.20904893,,,708.2310232,,,,48.24992818,1898.542817,,,93.6,7.132567064,,47.352,,,,,,,,,,2.875196406,2576020,5.566,,,299423.24,,,,,1824417280,,-17.04087925,,10.6496,6.965377697,1268.666667
Paraguay,America - South,Central and South America,America,1972,[1972],29.24238611,,,,5.456,0.274329265,-8,0.538593907,13.76691245,,,829.7939995,,,,13.83915222,2523.337977,,,56.1,8.716979357,,65.822,,,,,,,,,,2.407352993,2606357,6.408,,94.092,128820.32,35.96525616,,,95.8,2162739399,,-0.072239773,,37.8314,3.425433083,715
Peru,America - South,Central and South America,America,1972,[1972],14.275,,,,6.073,1.303403726,-7,0.654881832,14.1247833,,,2103.966715,,,,14.78913892,5937.827283,,,97,7.762415505,,55.02,,,,,,,,,0.286975474,2.779981123,13941958,10.848,,,137120.69,127.4352039,,,86.3,29333415569,,-0.66435562,,59.028,4.163431053,18172
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],28.2639308,,,,6.041,0.704218568,-9,0.410241963,19.68046342,,,861.4201371,,,,19.46930767,1989.37407,,,54.5,6.511741506,,61.245,,,,,,,,,0.217442054,2.865330542,37545635,125.152,,,12386.73,,,,,32342566048,,0.211155751,,34.0114,4.394692297,26440.33333
Poland,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],63.57818039,,,,2.231,9.972167532,-7,2.693818515,,,,,,,,,8006.506993,,,28.7,,,70.85,,,,,1.5,0.9144451,1.277189,0.5992106,0.319727901,0.826716475,33084382,102.349,,99.673,1856.88,151.5124043,12.99167,,,,,,,53.387,2.015692542,329923
Portugal,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],43.07103825,,,,2.882,2.080119991,-9,0.745283955,21.65558326,,,5340.804934,,,,25.4617294,9022.247417,,,47.2,7.804567764,,69.26,,,,,1,0.7653589,1.036764,0.5256183,0.663216806,-0.154288053,8820645,95.895,,93.844,7842.8,171.0366949,3.686824,,32.618,46093443125,,-3.806146141,25.20615,39.594,0.848347483,18348
Puerto Rico,America - Central,Central and South America,America,1972,[1972],58.06087937,,,,3.006,,,,40.15168111,,,7714.155822,,,,61.41254402,9123.041742,,,,4.378444498,,72.216,,,,,,,,,,1.973937217,2793569,314.768,,,2541.22,,,,,21732751774,,-21.26086291,,60.1028,3.463104734,
Qatar,Asia - Western,Asia,Middle East & North Africa,1972,[1972],4.400345125,,,,6.794,83.44747359,-10,7.879893521,,,,,,,,,81068.89506,,,43.5,,,69.488,,,,,,,,,0.82026202,8.910784408,129227,11.748,,100.031,430.6312,,,,,,,,,88.5928,9.029826529,10783.66667
Romania,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],64.87366502,,,,2.530973451,6.404391525,-7,2.131873399,,,,,,,,,8011.414402,,,48.7,,,68.755,,,,,,,,,0.561983615,0.955222601,20674980,86.727,,95.414,10250.554,139.745867,,,,,,,,41.3238,2.178437747,132410.6667
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],,,,,1.993,,-7,,,,,,,,,,9954.959025,,,33.2,,,69.02,,,,,,,,,,0.573878013,131838010,7.721,,,,,,,30.6,,,,,64.0534,1.816789621,
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],61.12687475,,,,8.278,0.016545936,-5,,8.281938606,,,205.6257785,,,,16.25550659,590.5806638,,,131.6,1.84633292,,44.554,,,,,,,,,,3.116428649,3988895,151.45,,,2363.03,,,,,821871080.8,,-7.973567988,,3.5144,7.811798639,66
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],,,,,,,,,,,,,,,,,1917.350277,,,,,,,,,,,,,,,,,5078,,,,,,,,,,,,,,,
Saint Kitts and Nevis,America - Central,Central and South America,America,1972,[1972],42.85714286,,,,,,,,,,,,,,,,3182.978186,,,,,,,,,,,,,,,,,44339,,,,541.4185,,,,,,,,,,,
Saint Lucia,America - Central,Central and South America,America,1972,[1972],32.78688525,,,,5.813,,,,,,,,,,,,3291.34907,,,,,,64.21,,,,,,,,,,,106064,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1972,[1972],28.20512821,,,,5.629,,,,,,,,,,,,3012.804078,,,,,,65.708,,,,,,,,,,,92463,,,,,,,,,,,,,,,
Saint-Pierre-et-Miquelon,America - North,North America,America,1972,[1972],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5644,,,,,,,,,,,,,,,
Samoa,Oceania,Oceania,East Asia & Pacific,1972,[1972],27.56183746,,,,7.039,0.250575184,,,,,,,,,,,3623.393336,,,,,,55.777,,,,,,,,,,1.23910847,146330,51.688,,,,,,,,,,,,20.6086,1.861168719,36.66666667
San Marino,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],16.66666667,,,,,,,,,,,13658.66844,,,,,18788.21673,,,,5.632656547,,,,,,,,,,,,0.496201979,19395,317.951,,,,,,,,264909874.5,,,,64.4736,4.187945147,
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],38.54166667,,,,6.51,0.143050354,,,,,,,,,,,1532.985254,,,56.8,,,57.114,,,,,,,,,,2.052229943,76896,79.768,,101.698,28349.979,,,,,,,,,30.3664,3.459017685,11
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1972,[1972],40.24626807,,,,7.299,11.14488349,-10,0.99042592,64.47633422,,,10344.0338,,,,19.13013983,24837.42865,,,110,1.585435022,,54.875,,,,,,,,,3.489031496,4.579769952,6311207,2.936,,,383.25,,,,,65283338516,,45.34619439,,52.541,8.334113107,70337.66667
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],46.4654859,,,,7.405,0.333028978,-7,0.288184762,26.4568777,,,549.3282166,,,,29.24444219,1597.712056,,,117.2,4.103639475,,40.562,,,,,,,,,,3.254429462,4370991,22.219,,59.576,8286.95,10.02643888,,,,2407380545,,-2.787564492,,31.4772,5.628857504,1455.666667
Serbia,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],,,,,2.366,,-7,,,,,,,,,,10522.06749,,,,,,68.389,,,,,,,,,,0.568748867,8307669,94.02,,,,,,,,,,,,41.0976,,
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],10.86956522,,,,5.468,0.813504169,,,,,,3116.777669,,,,,7221.749947,,,48.3,27.71121858,,66.706,,,,,,,,,,2.222727166,54087,118.873,,108.329,,,,,,174749994.3,,,,41.9472,5.714934679,44
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],37.33593968,,,,6.798,0.252306684,-6,,27.77264879,,,287.2639079,,,,29.03382221,1353.759762,,,183.1,5.950291923,,36.272,,,,,,,,,,1.811454783,2688527,37.476,,55.517,57271.67,,,,,772316772.5,,-1.261173423,,24.7424,4.561681384,678.3333333
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],16.41791045,,,,2.836,10.33070648,-2,1.569762546,106.7995565,,,5675.693832,,,,122.3835808,8597.756202,,,19.6,5.549557749,,68.859,,,,,,2.704908,4.517527,0.6379371,3.832496223,1.828890367,2152644,3151.748,,,278.68,242.09895,9.729368,,,12214093126,,-15.5840243,21.53378,100,1.828890367,22238.33333
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],,,,,2.497,,-7,3.224519441,,,,,,,,,9674.167626,,,,,,70.35,,,,,,,,,1.055296075,0.855864874,4585443,93.517,,,,311.152295,,,40.936,,,,,43.137,3.296326701,
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],,,,,2.239,,-7,,,,,,,,,,12383.4862,,,,,,69.759,,,,,,,,,,0.796321598,1694389,83.649,,,,,,,,,,,,39.152,3.577803515,
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1972,[1972],1.964987496,,,,7.145,0.319175483,,,,,,,,,,,864.9742531,,,65.9,,,55.319,,,,,,,,,,3.695608885,172319,5.963,,,258897.8,,,,,,,,,9.0002,4.158892338,55
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],70.07364428,,,,7.118,0.063880393,-7,,15.73721304,,,,,,,20.54771493,1254.576127,,,,11.99021151,,41.727,,,,,,,,,,0.730407478,3673532,5.761,,29.852,3998.46,,,,,,,-4.810501894,,23.806,3.128073772,234.6666667
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1972,[1972],78.85250356,,,,5.482,7.234083195,4,1.997498239,25.34946334,,,3142.533834,,,,22.81702437,7765.962636,,,,11.01661672,,53.504,,,,,,,,,0.431407675,2.291456155,23736249,19.439,,,2106.57,350.5003524,,,,72675108212,,2.532438969,,47.929,2.416719747,171710
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],,,,,6.903,,,,,,,,,,,,1668.28556,,,,,,36.573,,,,,,,,,,2.184462266,3198874,,,,,,,,,,,,,8.6102,2.052148734,
Spain,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],65.16467246,,,,2.86,4.196813607,-7,1.299431016,13.67961946,,,7576.684321,,,,13.5000409,10638.75131,,,21.1,8.517924744,,73.06,,,,,,0.3084218,0.4267912,0.1970665,0.941738429,0.905544564,34553119,68.288,,93.432,3229.59,291.8252721,1.998431,,16.166,2.61E+11,,0.179578561,14.3307,67.4508,1.958349023,145013
Sri Lanka,Asia - Southern,Asia,South Asia,1972,[1972],37.39435497,,,,4.083,0.263555482,8,0.314555944,22.32570342,,,332.2348201,,,,23.89978356,1213.39553,,,52.3,8.966860458,,64.953,,,,,,,,,,1.338519456,13063663,199.111,,,3881.63,17.4422307,,,,4272872021,,-1.574080147,,19.5016,1.306732245,3443
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1972,[1972],46.27146465,,,,6.91,0.43252376,-7,0.457303447,16.01896831,,,240.1000226,,,,16.66088365,1659.652775,,,92.1,14.31262278,,52.897,,,,,,,,,,2.913512216,12436311,6.24,,49.598,4207.43,4.453765526,,,,3787342666,,-0.641915337,,17.491,5.973776901,5379
Suriname,America - South,Central and South America,America,1972,[1972],0.33974359,,,,5.336,4.683597746,,,60.93532684,,,,,,,55.07649513,5504.437533,,,,,,63.844,,,,,,,,,,-0.307324445,372648,2.275,,100.095,326687.99,,,,,,,5.858831711,,47.3564,1.190864384,1745.333333
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1972,[1972],87.96511628,,,,6.87,0.807505852,0,,67.0212766,,,652.7917062,,,,58.59929078,3364.836625,,,108.7,9.627263518,,49.238,,,,,,,,,,2.927650445,472236,27.196,,89.464,9374.564,,,,,308271744.2,,8.421985816,,11.4246,10.75177092,381.3333333
Sweden,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],9.099770922,,,,1.913,10.44281399,10,4.52721372,24.08185116,,,16942.91432,,,,22.11818022,17610.5099,,,10.3,6.973014491,,74.72,,,,,1.5,1.07595,1.083312,1.066483,3.449183609,0.295500379,8117863,18.041,,99.42,21434.21,1827.891695,14.37146,,33.4,1.38E+11,,1.963670934,14.14936,81.7124,0.711478845,84773.33333
Switzerland,Europe - Western,Europe,Europe & Central Asia,1972,[1972],50.45,,,,1.923,6.853357377,10,2.727719217,,,,,,,,,27195.11304,,,13.6,,,73.78,,,,,1.6,0.9600084,0.917846,1.014152,2.171017554,0.76247999,6269871,151.872,,,8529.76,1020.585459,15.45595,,20.392,,,,26.09344,57.3684,0.762828615,42969.66667
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],,,,,,2.3592758,-8,,,,,,,,,,4589.726221,,,14,,,69.35,,,,,,,,,0.535137265,,15226000,,,,,202.5842125,,,35,,,,,,,35922.33333
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],,,,,6.814,,-7,,,,,,,,,,4324.560863,,,117,,,60.709,,,,,,,,,,3.219845947,3136061,21.915,,,,,,,,,,,,36.34,2.485072668,
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],29.81072246,,,,5.181,0.558303235,-7,0.367416866,18.16578542,,,537.1257574,,,,19.16519739,1524.358936,,,65.8,6.336938205,,60.455,,,,,,,,,0.181029856,2.866364576,39109571,76.22,,,10447.3687,26.07649278,,,,21006757943,,-0.999411968,,22.0366,5.504714918,21835
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],16.47612643,,,,5.541,,,,,,,,,,,,1214.146539,,,,,,39.074,,,,,,,,,,2.777276034,637590,42.866,,,,,,,,,,,,13.5688,5.325536416,
Togo,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],52.95091009,,,,7.182,0.17962127,-7,0.335402948,39.28012776,,,299.3439316,,,,38.48025816,1649.660188,,,124.5,-0.372352789,,47.777,,,,,,,,,,2.720520224,2225052,39.184,,44.493,6462.31,27.23760681,,,,666052346.6,,0.799869606,,21.9388,4.233355576,399.6666667
Tokelau,Oceania,Oceania,East Asia & Pacific,1972,[1972],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,131.167,,,,,,,,,,,,,,
Tonga,Oceania,Oceania,East Asia & Pacific,1972,[1972],45.83333333,,,,5.616,0.254785922,,,,,,,,,,,1851.851397,,,35.7,,,65.486,,,,,,,,,,0.964718156,86347,132.842,,97.691,,,,,,,,,,20.247,1.112998136,22
Trinidad and Tobago,America - Central,Central and South America,America,1972,[1972],19.68810916,,,,3.432,8.363536496,8,2.725622699,39.59644426,,,4858.500092,,,,46.25990647,6619.551419,,,42.6,11.10992558,,65.407,,,,,,4.840188,6.327033,3.433954,,0.801643635,985548,192.115,,98.397,3883.302,183.5853195,15.73949,,,4788285048,,-6.663462208,24.52344,11.6744,-0.058077818,8242.666667
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],57.58882595,,,,6.16,0.889361479,-9,0.341737812,25.34894614,,,1152.82819,,,,24.74004684,2753.285994,,,109,2.886722861,,53.442,,,,,,,,,,1.640999662,5326668,32.557,,59.532,862.6472,31.30567755,,,,6103446975,,0.608899297,,45.1244,3.477620758,4737.333333
Turkey,Asia - Western,Asia,Europe & Central Asia,1972,[1972],50.44761769,,,,5.375,1.453340777,-2,0.595683811,6.004842261,,,2302.071239,,,,8.531995628,3879.150411,,,118.5,10.97567597,,53.498,,,,,0.5,,,,0.270333961,2.205854346,37054168,47.289,,67.987,5598.0235,41.08177875,,,,85301334432,,-2.527153367,,39.5748,3.914374075,53852.33333
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],,,,,6.175,,-7,,,,,,,,,,6360.0472,,,,,,59.024,,,,,,,,,,2.874484412,2318070,4.749,,,,,,,,,,,,47.6908,2.781009029,
Turks and Caicos Islands,America - Central,Central and South America,America,1972,[1972],1.052631579,,,,,,,,,,,,,,,,5635.859059,,,,,,,,,,,,,,,,2.98120416,5924,13.777,,,,,,,,,,,,51.8888,3.738368791,
Tuvalu,Oceania,Oceania,East Asia & Pacific,1972,[1972],66.66666667,,,,,,,,,,,,,,,,2349.435505,,,,,,,,,,,,,,,,1.07832289,7459,286.885,,,,,,,,,,,,23.553,4.253055762,
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],50.54802062,,,,7.107,0.138065928,-7,,19.38967136,,,,,,,16.77934272,950.735869,,,109.1,,,49.131,,,,,,,,,,2.856507963,10012125,41.538,,,6595.02,,,,,,,2.610328638,,6.8144,3.96618763,1382.333333
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],,,,,2.059,,-7,,,,,,,,,,6180.776355,,,26.8,,,70.86,,,,,,,,,,0.76194027,48050256,79.593,,,,,,,38.034,,,,,56.2542,2.034981377,
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1972,[1972],2.535885167,,,,6.402,72.63649541,-8,3.25553477,,,,,,,,,12703.61046,,,60.5,,,63.018,,,,,,,,,0.997311595,16.94985405,322868,3.862,,,473.121,609.6391883,,,,,,,,78.4666,17.43889881,23452
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1972,[1972],77.52655727,,,,2.074,11.5863756,10,3.747962475,21.14840374,,,13682.09848,,,,21.06530585,15895.11641,,,17.1,8.102877141,,72.1,,,,,1,0.9876348,1.168399,0.8060755,1.975120137,0.339057516,55964697,230.402,,99.842,2626.36,1549.682413,5.350476,,48,7.38E+11,,0.083097892,13.85173,77.3434,0.485524985,648428
United States of America,America - North,North America,America,1972,[1972],47.19968206,,,,2.008,21.40459783,10,7.941005808,5.779591837,,,19441.37991,,,,6.057142857,24654.03512,,,18.3,4.294111618,,71.34,,,,,,10.04183,16.46707,3.925702,3.638169862,1.070522685,213250350,22.146,,,14248.73,2676.559371,11.7965,,62.454,4.08E+12,,-0.27755102,26.72103,73.6224,1.084378191,4564538
Uruguay,America - South,Central and South America,America,1972,[1972],86.03016798,,,,2.969,2.153931093,-3,0.873203925,15.43753684,,,4246.461191,,,,14.88928754,5703.408898,,,46,69.16851382,,68.733,,,,,,4.024067,6.825457,1.251333,,0.111983902,2820734,16.117,,104.421,49291.04,300.8112242,10.54515,,65.4,11978137460,,0.548249293,7.254061,82.7756,0.358495311,6075.666667
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1972,[1972],,,,,6.338,,-7,,,,,,,,,,2231.053746,,,,,,63.519,,,,,,,,,,3.191152336,12759275,28.519,,,,,,,,,,,,37.6632,4.459276833,
Vanuatu,Oceania,Oceania,East Asia & Pacific,1972,[1972],9.844134537,,,,6.134,0.686256161,,,,,,,,,,,2255.250144,,,70.9,,,53.52,,,,,,,,,,3.133433139,90831,7.452,,91.692,,,,,,,,,,12.753,4.825708222,62.33333333
Venezuela,America - South,Central and South America,America,1972,[1972],22.74814353,,,,5.053,5.475284058,9,1.674388009,20.44198895,,,6054.362834,,,,17.5414354,10505.25966,,,45.6,7.493252324,,65.816,,,,,,9.972059,18.309,1.851687,1.028699455,3.400374974,11428022,12.53,,102.88,107471.611,198.2007927,9.628346,,102.6,69189391661,,2.900553547,33.29945,73.4256,4.477718406,62571.66667
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1972,[1972],19.80706012,,,,6.35,0.490607774,,0.298157004,,,,,,,,,699.5016441,,,53.7,,,58.858,,,,,,,,,,2.336330818,46994771,141.683,,,19838.732,,,,,,,,,18.4928,2.858978202,23056
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1972,[1972],,,,,,,,,,,,,,,,,2325.397474,,,,,,,,,,,,,,,,,8775,43.875,,,,,,,,,,,,,,
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1972,[1972],61.12956811,,,,7.749,,,,,,,,,,,,3133.409277,,,,,,57.103,,,,,,,,,,,1180264,196.057,,,739.3829,,,,,,,,,56.4188,,
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],,,,,6.597,1.150005227,,,,,,,,,,,,,,,,,43.066,,,,,,,,,,,73333,0.276,,,,,,,,,,,,,,84.33333333
Yemen,Asia - Western,Asia,Middle East & North Africa,1972,[1972],,,,,,0.050046674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],27.24142106,,,,7.446,0.918721363,-9,0.844225329,43.82055731,,,591.0475503,,,,42.22056213,1773.498265,,,103,3.710516469,,49.97,,,,,,,,,,3.382677045,4426079,5.881,,78.546,23065.07,81.23069426,,,,2601737630,,1.599995177,,32.1842,6.27200017,4066.333333
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],30.76127698,,,,7.42,1.475705378,4,0.994212972,,,,567.9035672,,,,,799.3621758,,,69.4,13.45357305,,55.586,,,,,,,,,,3.430056343,5573154,14.262,,81.378,3590.69,118.7697059,,,,3165014037,,,,18.3664,6.202476158,8224.333333
Afghanistan,Asia - Southern,Asia,South Asia,1976,[1976],58.33524984,,,0,7.67,0.144357039,-7,,13.21739125,,,,,,,14.86956537,2598.577442,,,183,,,39.417,,,,,,,,,,2.53070887,13766792,21.112,,18.843,,,,,,,,-1.652174128,,13.7574,6.046049732,1987.333333
Albania,Europe - Southern,Europe,Europe & Central Asia,1976,[1976],39.23357664,,,0,4.244,2.016905334,-9,0.892470016,,,,,,,,,10552.84688,,,60.8,,,69.121,,,,,,,,,,2.20208212,2454255,85.371,,92.661,,,,,,,,,,32.922,2.841996544,4950
Algeria,Africa - Northern,Africa,Middle East & North Africa,1976,[1976],18.48270592,,,0,7.339,2.368993416,-9,0.381264008,33.05458389,,,1714.070053,,,,37.11867294,13927.87023,,,129.3,10.8405927,,53.656,,,,,,,,,0.234496114,3.165265643,16533323,6.942,,66.217,,45.39544581,,,,28339273834,,-4.064089048,,40.9724,4.745571684,39167.33333
American Samoa,Oceania,Oceania,East Asia & Pacific,1976,[1976],20,,,0,,,,,,,,,,,,,18964.20997,,,,,,,,,,,,,,,,1.355457449,30305,152.286,,,,,,,,,,,,72.7492,1.900174557,
Andorra,Europe - Southern,Europe,Europe & Central Asia,1976,[1976],48.93617021,,,0,,,,,,,,18511.40113,,,,,98522.38252,,,,16.48992112,,,,,,,,,,,,3.767693711,32156,68.709,,,,,,,,595252614.7,,,,88.2144,4.864666865,
Angola,Africa - Central,Africa,Sub-Saharan Africa,1976,[1976],46.04154969,,,0,7.186,0.482509283,-7,0.598126556,,,,,,,,,9150.947477,,,,,,39.324,,,,,,,,,,2.550005349,6808850,5.461,,,,51.84176634,,,,,,,,20.162,7.814646796,3285.333333
Anguilla,America - Central,Central and South America,America,1976,[1976],,,,,,,,,,,,,,,,,19180.52078,,,,,,,,,,,,,,,,,6662,73.209,,,,,,,,,,,,,,
Antigua and Barbuda,America - Central,Central and South America,America,1976,[1976],27.27272727,,,0,2.514,5.769322462,,,,,,,,,,,11975.41496,,,,,,67.768,,,,,,,,,,0.703369009,69910,158.167,,102.792,,,,,,,,,,34.2972,0.937481169,403.3333333
Argentina,America - South,Central and South America,America,1976,[1976],46.96330238,,,0,3.366,3.766217602,-9,1.403645704,9.175388297,,,6830.307724,,,,5.921496328,28835.76168,,,50.1,438.3227798,,68.248,,,,,,,,,0.864426282,1.574974939,26492716,9.528,,102.775,,280.6626782,,,,1.81E+11,,3.253891969,,81.3526,2.047617783,99777.33333
Armenia,Asia - Western,Asia,Europe & Central Asia,1976,[1976],,,,0,2.646,,-7,,,,,,,,,,8751.949305,,,70.5,,,70.782,,,,,,,,,,2.003437082,2882831,96.739,,,,,,,,,,,,64.0988,2.767360245,
Aruba,America - Central,Central and South America,America,1976,[1976],11.11111111,,,0,2.472,,,,,,,,,,,,20410.91812,,,,,,71.14,,,,,,,,,,-0.107222695,60589,336.606,,,,,,,,,,,,50.5328,-0.137297645,
Australia,Oceania,Oceania,East Asia & Pacific,1976,[1976],63.49309452,,,0,2.06,12.38477924,10,4.405702986,13.51825379,,,13590.0944,,,,13.27458885,55053.2038,,,13.5,14.01607533,,72.88,,,,,1.5,2.104446,2.589245,1.63475,2.11615103,1.002658197,14067994,1.817,,,,1668.943236,10.5007,,35.2,1.90E+11,,0.107024366,25.67285,85.8888,0.96517495,174229
Austria,Europe - Western,Europe,Europe & Central Asia,1976,[1976],44.74226804,,,0,1.688,7.705231431,10,2.86697592,29.86863478,,,13875.87098,,,,32.02002244,56622.88628,,,18.1,5.624919099,,71.82,,,,,1.5,1.289233,1.415069,1.190168,1.532471726,-0.176672285,7580564,90.398,,92.143,,975.3887589,16.78159,,41.966,1.05E+11,,-2.2418099,27.33651,65.351,-0.161369129,58410
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1976,[1976],,,,0,3.814,,-7,,,,,,,,,,9158.115378,,,,,,65.387,,,,,,,,,,1.705915095,5784587,66.797,,,,,,,,,,,,52.073,2.044474726,
Bahamas,America - Central,Central and South America,America,1976,[1976],1.098901099,,,0,3.139,33.51392453,,,,,,11708.97569,,,,,26916.78209,,,27.3,2.389659959,,67.55,,,,,,,,,,2.103520868,192885,13.899,,,,,,,,2258485776,,,,70.6196,2.986197882,6464.333333
Bahrain,Asia - Western,Asia,Middle East & North Africa,1976,[1976],14.49275362,,,0,5.414,23.29300194,-10,9.635497529,,,,,,,,,37540.42149,,,34.4,,,67.615,,,,,,,,,,6.244207071,282245,406.693,,82.656,,,,,,,,,,85.2002,6.508875638,6574.333333
